epoch,train_loss,train_acc,val_loss,val_acc,grad_norm,time_sec
1,1.071937,0.607333,0.921013,0.717000,5.694084e-01,83.94
2,0.981219,0.744000,0.898350,0.810000,4.396502e-01,82.08
3,0.962940,0.803167,0.885446,0.810000,4.208126e-01,85.26
4,0.952504,0.827333,0.876004,0.809000,4.017683e-01,82.35
5,0.946611,0.835833,0.871139,0.847000,3.934262e-01,79.93
6,0.943527,0.845583,0.869104,0.852000,3.875369e-01,80.70
7,0.937555,0.856667,0.858176,0.867000,3.774410e-01,80.95
8,0.930099,0.872333,0.852261,0.875500,3.808282e-01,81.13
9,0.926570,0.875750,0.850804,0.874500,3.668726e-01,86.15
10,0.924919,0.875583,0.848761,0.874000,3.505128e-01,81.32
11,0.923842,0.875833,0.847263,0.878500,3.530000e-01,80.64
12,0.923174,0.875083,0.846857,0.879000,3.544259e-01,81.67
13,0.921975,0.876083,0.843680,0.856000,3.541225e-01,81.01
14,0.918391,0.877583,0.837967,0.883500,3.503231e-01,80.60
15,0.914356,0.885500,0.833684,0.892000,3.388582e-01,82.78
16,0.910877,0.894667,0.830560,0.895500,3.242458e-01,81.45
17,0.908988,0.897833,0.828871,0.895500,3.267759e-01,80.49
18,0.908036,0.899167,0.828444,0.897500,3.357310e-01,80.60
19,0.906652,0.899083,0.826911,0.896000,3.416452e-01,80.55
20,0.905491,0.904083,0.824673,0.897500,3.433994e-01,81.36
