epoch,train_loss,train_acc,val_loss,val_acc,grad_norm,time_sec
1,1.051426,0.595917,0.791896,0.701000,5.909584e-01,275.36
2,0.841730,0.736333,0.666606,0.767500,4.050754e-01,269.05
3,0.773308,0.794667,0.605256,0.828000,3.832960e-01,269.65
4,0.738083,0.825250,0.574990,0.836000,3.747173e-01,265.40
5,0.720800,0.838083,0.561691,0.843500,3.716263e-01,265.11
6,0.712585,0.846583,0.555062,0.850500,3.666629e-01,272.96
7,0.696454,0.862667,0.522949,0.878000,3.689925e-01,267.32
8,0.672896,0.876000,0.502519,0.884500,3.518916e-01,270.56
9,0.658907,0.883167,0.488008,0.887500,3.553183e-01,282.96
10,0.651704,0.886583,0.480245,0.892000,3.480427e-01,268.53
11,0.647807,0.888500,0.477908,0.892500,3.495776e-01,264.70
12,0.645890,0.889000,0.476019,0.893500,3.446613e-01,270.43
13,0.643200,0.890750,0.465807,0.899500,3.497902e-01,268.21
14,0.637770,0.894833,0.463760,0.905500,3.491862e-01,267.12
15,0.633811,0.898667,0.457172,0.908000,3.455439e-01,269.28
16,0.630791,0.900500,0.453764,0.911000,3.406380e-01,265.48
17,0.628910,0.901500,0.452546,0.913500,3.442500e-01,266.61
18,0.627774,0.902333,0.451341,0.911000,3.401773e-01,273.94
19,0.626402,0.902750,0.448892,0.917500,3.459281e-01,270.27
20,0.622357,0.905583,0.443976,0.918000,3.506281e-01,265.53
