seed,variant,epoch,nparams_trainable,train_loss_stepmean,train_loss_diag,train_acc_diag,train_gap_diag,val_loss,val_acc,val_gap,test_loss,test_acc,test_gap,sec_epoch,sec_quantum_train,sec_quantum_val,sec_quantum_test,e3_fallback_quadrants_train_total,e3_fallback_quadrants_val_total,e3_fallback_quadrants_test_total,pred_hist_test,feat_std_mean_test,grad_e1_embed,grad_e4_embed,grad_qkernel,grad_head
1,E4,1,3682,2.0615719358026983,1.6222858178019524,0.488,0.4054755757153034,1.628870769917965,0.478,0.37553185617923734,1.6551181968450546,0.482,0.3721322483122349,48.910489320755005,18.361611366271973,8.618124961853027,8.646843433380127,0,0,0,"[68, 85, 57, 8, 41, 19, 3, 76, 31, 112]",0.43804511427879333,0.0,0.42166688872257363,0.2680735630546165,0.7462771577086476
1,E4,2,3682,1.474316085509956,1.2469237574338914,0.554,0.7811388718187809,1.2746860937476159,0.54,0.7232545140385628,1.3176619089245796,0.542,0.750560740917921,48.99728536605835,18.394099473953247,8.790571451187134,8.662304878234863,0,0,0,"[62, 74, 59, 12, 53, 28, 4, 71, 74, 63]",0.4384042024612427,0.0,0.5982115540614928,0.3635057555481552,1.2737959972562956
1,E4,3,3682,1.2894675658382475,1.1136215962171554,0.58,0.9314116061031819,1.16451203148067,0.566,0.9069216528832913,1.209843501701951,0.572,0.9194898919463158,49.05750751495361,18.467216968536377,8.632016658782959,8.797014474868774,0,0,0,"[51, 74, 40, 19, 63, 39, 20, 58, 75, 61]",0.4384351968765259,0.0,0.7272537286367131,0.31890914113866314,1.1881964726885437
1,E4,4,3682,1.2192602940686048,1.0553041375279426,0.594,0.9280544215142726,1.1102249393723904,0.584,0.9393769451379776,1.1627770588062705,0.572,0.9610385545790195,49.009740352630615,18.454631805419922,8.627072811126709,8.787684679031372,0,0,0,"[65, 62, 64, 19, 47, 34, 32, 58, 57, 62]",0.4378739595413208,0.0,0.9230957676953826,0.3359323434655741,1.535293901893229
1,E4,5,3682,1.15348298492725,0.993632290750742,0.61,1.1912496357560158,1.0607767104972154,0.614,1.1860447821617126,1.1319081422779709,0.588,1.2558672372102737,48.84218096733093,18.299871683120728,8.62754487991333,8.626397609710693,0,0,0,"[56, 66, 54, 25, 51, 25, 31, 65, 61, 66]",0.4375283420085907,0.0,0.7270552902133102,0.22114613892966412,1.5150978379665427
1,E4,6,3682,1.1109853073982523,0.9481032915562392,0.632,1.1006565287709236,1.0415090311542152,0.616,1.186041263639927,1.0855483862534165,0.604,1.182595661997795,49.10561156272888,18.57219099998474,8.622195959091187,8.61831021308899,0,0,0,"[66, 63, 20, 27, 54, 40, 57, 60, 59, 54]",0.43712273240089417,0.0,0.8756318620852618,0.3584775915231907,1.4009830669479166
1,E4,7,3682,1.0819421607623807,0.9160245621949434,0.634,1.2290499960184098,1.0164536096602679,0.636,1.2991339493989944,1.0713130445219576,0.608,1.292096755027771,49.09993314743042,18.52848219871521,8.636566877365112,8.638975620269775,0,0,0,"[61, 64, 40, 27, 69, 35, 25, 65, 62, 52]",0.43676552176475525,0.0,0.9862543512835806,0.37942591160593525,1.8623210299154398
1,E4,8,3682,1.0493586766904919,0.8879311795216054,0.632,1.3188616231679917,0.9979089487418532,0.642,1.3659931699633598,1.0590379128344356,0.596,1.372588998451829,48.92563509941101,18.549814701080322,8.583644390106201,8.576900005340576,0,0,0,"[63, 62, 63, 28, 39, 37, 36, 54, 57, 61]",0.4363813102245331,0.0,0.8482519333235848,0.3730198715582476,1.3909157843433024
1,E4,9,3682,1.032510472952039,0.8604974225498736,0.672,1.4140254658460618,0.9823962843250483,0.652,1.4623174435496331,1.0379712362149731,0.608,1.4754967267513275,48.89360976219177,18.44405508041382,8.591843843460083,8.596651077270508,0,0,0,"[66, 59, 27, 23, 62, 40, 50, 56, 61, 56]",0.4361259341239929,0.0,0.7982400347645859,0.23283754572463175,1.534926893606897
1,E4,10,3682,0.9734866455061129,0.8334725333936512,0.67,1.3799624641537667,0.9665215169060976,0.676,1.4565678697824478,1.01687622465007,0.614,1.4516923725008966,48.86848044395447,18.423481225967407,8.59777545928955,8.59196138381958,0,0,0,"[60, 55, 51, 41, 48, 37, 35, 58, 59, 56]",0.4359683692455292,0.0,0.77745135918715,0.24722957378403326,1.5881405127301857
1,E4,11,3682,0.9693174190981081,0.8128869220651687,0.68,1.494628934264183,0.956965552049689,0.656,1.564032453894615,1.0170641953842714,0.622,1.5631560473442077,48.84243369102478,18.414018630981445,8.75081467628479,8.580580949783325,0,0,0,"[47, 59, 37, 46, 53, 40, 48, 53, 60, 57]",0.4355616569519043,0.0,1.0477964559180561,0.34722098416531566,1.5023060264379091
