epoch,train_loss,train_acc,val_loss,val_acc,grad_norm,time_sec
1,1.060314,0.619167,0.732056,0.788500,6.100178e-01,304.96
2,0.786091,0.797583,0.580789,0.842000,5.559137e-01,305.70
3,0.713778,0.837000,0.532539,0.857500,5.231677e-01,305.01
4,0.687720,0.849333,0.510585,0.862500,4.939405e-01,307.98
5,0.674737,0.853833,0.499950,0.866500,4.884118e-01,310.11
6,0.668525,0.855917,0.494950,0.867000,4.724198e-01,309.20
7,0.658540,0.858167,0.473535,0.883000,4.764583e-01,314.51
8,0.645805,0.865000,0.463814,0.888000,4.666065e-01,307.90
9,0.637786,0.870833,0.452495,0.888500,4.614296e-01,309.94
10,0.632612,0.873167,0.448958,0.891500,4.467826e-01,310.05
11,0.629297,0.876667,0.446368,0.893500,4.475844e-01,317.16
12,0.627465,0.879083,0.445053,0.896000,4.433077e-01,313.70
13,0.625074,0.880667,0.439549,0.901000,4.302648e-01,312.10
14,0.619666,0.884667,0.435229,0.900000,4.270816e-01,310.38
15,0.615397,0.887667,0.431559,0.902000,4.189752e-01,307.66
16,0.612181,0.890000,0.427684,0.904000,4.148427e-01,309.05
17,0.610031,0.890667,0.426651,0.904500,4.118696e-01,301.13
18,0.608629,0.892250,0.425720,0.904000,4.102759e-01,297.74
19,0.606909,0.893917,0.421862,0.906500,4.089277e-01,295.51
20,0.602208,0.895917,0.415018,0.907000,4.022809e-01,301.40
