seed,variant,epoch,nparams_trainable,train_loss_stepmean,train_loss_diag,train_acc_diag,train_gap_diag,val_loss,val_acc,val_gap,test_loss,test_acc,test_gap,sec_epoch,sec_quantum_train,sec_quantum_val,sec_quantum_test,e3_fallback_quadrants_train_total,e3_fallback_quadrants_val_total,e3_fallback_quadrants_test_total,pred_hist_test,feat_std_mean_test,grad_e1_embed,grad_e4_embed,grad_qkernel,grad_head
0,E1,1,3682,2.0362614963650705,1.6772115557193756,0.392,0.33949427750706673,1.6945787044763565,0.426,0.3352848416119814,1.6999527916312218,0.388,0.3415994663462043,71.49032092094421,28.363784313201904,12.450881719589233,12.488889455795288,0,0,0,"[6, 104, 47, 99, 0, 29, 59, 103, 40, 13]",0.06875498592853546,1.3292480657081671,0.0,0.2908052797960442,0.7789973615413522
0,E1,2,3682,1.4960103549957275,1.2479390287101269,0.528,0.5404081592559814,1.271593479692936,0.566,0.5430011990666389,1.2921713537275792,0.52,0.5478827604651451,71.34001469612122,28.623448610305786,12.541381120681763,12.547650575637817,0,0,0,"[32, 66, 71, 36, 5, 38, 75, 56, 67, 54]",0.06930887699127197,2.3122348633405907,0.0,0.5897688154911724,1.2442158190399022
0,E1,3,3682,1.269190680641681,1.077464185461402,0.61,0.9231650422215462,1.121419651567936,0.594,0.9292815059423447,1.14364666390419,0.586,0.9346199016571045,71.55809259414673,28.679911851882935,12.597344398498535,12.748197078704834,0,0,0,"[40, 58, 71, 71, 34, 7, 13, 64, 66, 76]",0.06975368410348892,3.310803896848905,0.0,0.6684571427093703,1.4796315524114367
0,E1,4,3682,1.1551020605815574,1.0018306799307466,0.616,1.0036042507886886,1.0508085553646087,0.614,0.9959248279333115,1.0763247830346228,0.598,1.0177867338657378,71.26140999794006,28.51175570487976,12.53843641281128,12.535409450531006,0,0,0,"[33, 58, 53, 66, 30, 16, 51, 50, 59, 84]",0.0701318234205246,3.435089861653622,0.0,0.7284099512442741,1.2758560895795743
0,E1,5,3682,1.0811642754280475,0.9553210862241686,0.644,1.089626627922058,1.0016463018357753,0.62,1.0588969421684742,1.030260457061231,0.614,1.0757614005804061,71.53212141990662,28.724288940429688,12.566380977630615,12.562016010284424,0,0,0,"[44, 56, 59, 64, 43, 29, 26, 42, 58, 79]",0.070351243019104,2.936929038541653,0.0,0.9448069962698734,1.4040906107036717
0,E1,6,3682,1.0249578746254555,0.906973362967372,0.658,1.3225563134551048,0.9672771550267935,0.652,1.2955652040243149,0.9873297848291696,0.634,1.305884788632393,71.42722344398499,28.689541578292847,12.581443309783936,12.608807563781738,0,0,0,"[58, 56, 46, 56, 38, 14, 35, 63, 66, 68]",0.07044567167758942,3.793992317919879,0.0,1.4305142373020197,1.4315423608093303
0,E1,7,3682,0.9826083624656312,0.8810334805753082,0.67,1.5013771880865097,0.9373804976306855,0.64,1.444346652328968,0.9607185766343027,0.65,1.448168480038643,71.56439328193665,28.701451539993286,12.580376386642456,12.569561004638672,0,0,0,"[57, 55, 42, 44, 63, 16, 30, 63, 62, 68]",0.07056307047605515,3.082933107811652,0.0,0.7834317831980432,1.218070038831572
0,E1,8,3682,0.976124707858893,0.8723810357805342,0.654,1.465908318579197,0.9269519641250372,0.654,1.4044469130039214,0.9366801382601261,0.644,1.4127160083055497,71.5524230003357,28.721132278442383,12.570743799209595,12.582170248031616,0,0,0,"[56, 55, 65, 50, 17, 21, 52, 69, 56, 59]",0.07055219262838364,3.270594561825387,0.0,0.8510785608842906,1.3479012030011925
0,E1,9,3682,0.9513079144638031,0.8447736187698319,0.67,1.651813674002886,0.9070557092148811,0.672,1.5581829732656478,0.9135219745002687,0.65,1.564219332933426,71.54711818695068,28.709440231323242,12.57799768447876,12.572090148925781,0,0,0,"[54, 55, 49, 55, 45, 17, 32, 68, 64, 61]",0.07056070864200592,2.846190819876848,0.0,0.7893472289986558,1.235578498049714
0,E1,10,3682,0.9343151402202202,0.8314005929781124,0.672,1.6169580439925193,0.887743682615459,0.67,1.5513309475779533,0.9099201628537849,0.66,1.5651629697084426,71.61025977134705,28.752421140670776,12.594402313232422,12.57833480834961,0,0,0,"[58, 53, 78, 41, 17, 36, 45, 42, 64, 66]",0.07052983343601227,3.9778606341936036,0.0,1.3328385130299154,1.3319595690287247
