epoch,train_loss,train_acc,val_loss,val_acc,grad_norm,time_sec
1,0.961985,0.693833,0.641112,0.809500,6.994134e-01,241.22
2,0.746913,0.823250,0.573802,0.833000,4.791916e-01,239.69
3,0.714879,0.837917,0.544741,0.841000,4.618529e-01,238.46
4,0.698246,0.846500,0.527543,0.847500,4.561260e-01,237.94
5,0.688625,0.852833,0.519025,0.853000,4.431866e-01,239.11
6,0.683811,0.855583,0.514080,0.854000,4.390334e-01,236.82
7,0.675412,0.861917,0.494822,0.870500,4.334304e-01,243.64
8,0.663476,0.869000,0.481131,0.874000,4.249536e-01,239.01
9,0.654789,0.873167,0.470711,0.880500,4.155646e-01,243.70
10,0.649024,0.877333,0.465172,0.884500,4.136527e-01,233.57
11,0.645519,0.877250,0.463987,0.885000,4.016816e-01,244.19
12,0.643641,0.878333,0.462477,0.887000,4.030954e-01,236.65
13,0.640832,0.880667,0.456381,0.890500,3.979401e-01,243.15
14,0.634849,0.883000,0.452287,0.899000,3.908072e-01,242.04
15,0.630009,0.886000,0.448321,0.900500,3.874482e-01,239.15
16,0.625667,0.888333,0.448091,0.901500,3.763182e-01,237.56
17,0.622712,0.889167,0.446035,0.901000,3.700968e-01,243.46
18,0.620967,0.890333,0.445679,0.901000,3.693217e-01,241.00
19,0.618322,0.891833,0.441301,0.900000,3.724350e-01,242.55
20,0.613078,0.893417,0.437904,0.898000,3.589500e-01,236.06
