epoch,train_loss,train_acc,val_loss,val_acc,grad_norm,time_sec
1,1.731895,0.307583,1.279365,0.323500,7.820551e-01,129.41
2,1.234181,0.520833,1.121017,0.618000,5.687262e-01,131.75
3,1.091138,0.713250,0.972502,0.768500,4.697858e-01,130.27
4,1.004940,0.761917,0.908204,0.774500,4.359430e-01,126.94
5,0.971127,0.767333,0.882246,0.781000,4.123686e-01,127.02
6,0.957138,0.770250,0.871284,0.778500,4.149860e-01,131.08
7,0.934229,0.769167,0.824929,0.783000,4.007124e-01,128.94
8,0.906312,0.774500,0.791333,0.789500,3.921604e-01,127.98
9,0.884897,0.778333,0.769052,0.788500,3.720633e-01,131.55
10,0.871278,0.780417,0.758779,0.798000,3.730153e-01,128.12
11,0.863993,0.782000,0.750906,0.791000,3.626722e-01,129.86
12,0.860297,0.781250,0.748850,0.791500,3.666737e-01,131.83
13,0.853044,0.780833,0.735606,0.795500,3.498728e-01,130.54
14,0.842364,0.779750,0.723297,0.791500,3.517670e-01,127.73
15,0.834605,0.777333,0.715433,0.781000,3.457769e-01,130.18
16,0.829660,0.774917,0.712221,0.788000,3.455065e-01,129.56
17,0.826683,0.775083,0.709724,0.784500,3.406370e-01,132.51
18,0.825116,0.776083,0.707840,0.781000,3.432820e-01,129.53
19,0.822381,0.775167,0.703946,0.784000,3.404577e-01,129.07
20,0.817907,0.775417,0.698894,0.780000,3.458919e-01,142.43
