seed,variant,epoch,nparams_trainable,train_loss_stepmean,train_loss_diag,train_acc_diag,train_gap_diag,val_loss,val_acc,val_gap,test_loss,test_acc,test_gap,sec_epoch,sec_quantum_train,sec_quantum_val,sec_quantum_test,e3_fallback_quadrants_train_total,e3_fallback_quadrants_val_total,e3_fallback_quadrants_test_total,pred_hist_test,feat_std_mean_test,grad_e1_embed,grad_e4_embed,grad_qkernel,grad_head
2,E4,1,3682,2.0645885736644267,1.6605698292255402,0.458,0.4111169195175171,1.6651182257533073,0.442,0.40760986173152924,1.6790868074893952,0.46,0.39663362471759317,48.765515089035034,18.355923891067505,8.578425645828247,8.778828859329224,0,0,0,"[73, 96, 1, 8, 66, 17, 0, 94, 53, 92]",0.42882540822029114,0.0,0.3825415654832383,0.16214549569935327,0.8333449536745182
2,E4,2,3682,1.5385497662201524,1.3184412696957588,0.524,0.7714945805668831,1.3575666916668414,0.5,0.7254148902446031,1.3781134458780289,0.494,0.7339792418628931,48.77110409736633,18.248604774475098,8.63562560081482,8.6295006275177,0,0,0,"[37, 74, 6, 17, 130, 45, 2, 48, 65, 76]",0.4300355911254883,0.0,0.5173059287571593,0.2686512166716861,1.162889903673455
2,E4,3,3682,1.3525696108564735,1.1740177847146989,0.57,0.9342030552625656,1.2207886052429675,0.548,0.908542461246252,1.2443468365222217,0.548,0.9008758553117514,48.98363423347473,18.58999252319336,8.583455324172974,8.588067531585693,0,0,0,"[43, 71, 25, 20, 90, 25, 34, 60, 60, 72]",0.4302109181880951,0.0,0.7081391837474751,0.3133564894359558,1.385783147508972
2,E4,4,3682,1.2349370012581349,1.087601574741304,0.612,1.0561756410896779,1.1495504928454756,0.556,1.0306367985606193,1.1695136418789625,0.566,1.0209933810830116,49.05937099456787,18.51870107650757,8.623433589935303,8.627146005630493,0,0,0,"[44, 66, 23, 33, 79, 35, 44, 56, 54, 66]",0.43052351474761963,0.0,0.5432428381733486,0.1644844861153863,1.5548796726669964
2,E4,5,3682,1.1867231003614143,1.0375125357806683,0.632,1.133670490965247,1.1179371639229356,0.584,1.1000140168070793,1.1233321063518524,0.604,1.0751012507379054,49.01004910469055,18.482025623321533,8.790188074111938,8.623405694961548,0,0,0,"[45, 65, 39, 46, 52, 46, 41, 51, 56, 59]",0.430556058883667,0.0,0.7989973154882276,0.30781513687398554,1.71736936387161
2,E4,6,3682,1.1444776033903472,0.9971195801422,0.632,1.1794612698853015,1.0826641032770277,0.604,1.155677568256855,1.1015103161595763,0.61,1.1533170071542262,48.97313833236694,18.480019092559814,8.609260559082031,8.784100532531738,0,0,0,"[53, 53, 50, 33, 62, 48, 44, 51, 46, 60]",0.430431604385376,0.0,0.8448764557784274,0.2839446915050207,1.5586869378064991
2,E4,7,3682,1.0839438693702688,0.969221992790699,0.632,1.4593068208098412,1.068577555491589,0.606,1.4247242208421231,1.0804759576516225,0.584,1.4122824171185493,48.88713097572327,18.285934925079346,8.603924036026001,8.769768714904785,0,0,0,"[55, 60, 32, 26, 56, 36, 56, 54, 59, 66]",0.43038618564605713,0.0,0.5136972138279721,0.22947445253063142,1.6610158680651501
2,E4,8,3682,1.1040860251407139,0.9335287902075797,0.66,1.3413977949619293,1.0437715163081884,0.612,1.3198434546291828,1.0393084887359292,0.612,1.3086870399713517,48.880773067474365,18.39466691017151,8.627783298492432,8.609086990356445,0,0,0,"[47, 57, 33, 42, 61, 51, 53, 50, 51, 55]",0.4301488399505615,0.0,0.6630011266929667,0.33491939587361824,1.3819093731888696
2,E4,9,3682,1.067756263893796,0.9082752523049712,0.668,1.4313617800474168,1.0272181488610803,0.63,1.4027396134734154,1.0359249393371865,0.61,1.433156538784504,49.0228431224823,18.599156141281128,8.583364725112915,8.595008373260498,0,0,0,"[54, 58, 24, 36, 65, 46, 58, 52, 48, 59]",0.4300577640533447,0.0,0.6931357170752104,0.3245534318442784,1.199201274062628
2,E4,10,3682,1.0212869624111918,0.8846933317473158,0.682,1.5156629977226257,1.010506671095267,0.636,1.4867075285315514,1.0214750332701952,0.6,1.4951315386295319,48.95205616950989,18.492708444595337,8.596426725387573,8.601441860198975,0,0,0,"[55, 57, 34, 35, 62, 42, 49, 56, 51, 59]",0.4299233555793762,0.0,0.6251335597383787,0.29142510964161744,1.454911408218249
2,E4,11,3682,1.0371638606649358,0.8688761856565252,0.692,1.5217676309347152,1.0040183058185503,0.634,1.498106389760971,1.0068964892206713,0.624,1.4952230231761932,49.04468774795532,18.521160364151,8.78517460823059,8.608678579330444,0,0,0,"[41, 59, 37, 37, 65, 51, 59, 49, 45, 57]",0.4296208322048187,0.0,0.7357725278443112,0.2943264843916831,1.4669036829521809
2,E4,12,3682,0.9861378057750407,0.8461772462287918,0.694,1.5716457500457763,0.9898104019295424,0.64,1.5478325816988945,0.9919629401667044,0.632,1.5474106394052505,48.97370457649231,18.512497186660767,8.593851089477539,8.764743566513062,0,0,0,"[42, 53, 40, 50, 63, 52, 50, 48, 46, 56]",0.42926251888275146,0.0,0.7814953609458216,0.2545514053223511,1.2690221835067486
2,E4,13,3682,0.9814401695164852,0.8294982779063285,0.678,1.6968574606180191,0.9871014291271567,0.64,1.6798820782899857,1.0015004763239994,0.622,1.6684414933919907,48.74926137924194,18.302905559539795,8.61427092552185,8.612250566482544,0,0,0,"[40, 55, 38, 44, 51, 50, 69, 47, 47, 59]",0.4289569854736328,0.0,0.9586782957565666,0.38809464113240827,1.5588707151967378
2,E4,14,3682,0.9513852215367369,0.8193499519200995,0.69,1.7860835673809052,0.9906786985928193,0.626,1.7436179621815682,0.9976525852042251,0.616,1.7670154271125793,49.029844999313354,18.548835515975952,8.606818437576294,8.632527351379395,0,0,0,"[43, 61, 33, 34, 74, 46, 52, 50, 47, 60]",0.4286400079727173,0.0,0.684640660392227,0.35852414455004533,1.5083569336846374
2,E4,15,3682,0.9650225809361437,0.8068510410618037,0.7,1.7436154733896256,0.9763417117092759,0.634,1.706117727279663,0.9821248675677925,0.62,1.7114251631498336,48.9097158908844,18.50811195373535,8.574730157852173,8.569172382354736,0,0,0,"[48, 58, 36, 45, 50, 41, 60, 54, 48, 60]",0.42844998836517334,0.0,0.8108043950971882,0.4988820571839932,1.6296015294446362
2,E4,16,3682,0.9230319341313734,0.796395237818826,0.706,1.7655757113099098,0.9800548025052994,0.636,1.7298339329957961,0.9963196057002061,0.624,1.7440270422697066,48.79968237876892,18.420196056365967,8.570354461669922,8.58195424079895,0,0,0,"[45, 52, 50, 39, 54, 49, 58, 47, 46, 60]",0.4280818700790405,0.0,0.9746700107464475,0.4717893611172551,1.6154754103073983
2,E4,17,3682,0.8799860434177972,0.7972941828286275,0.716,1.9453678542375565,0.9847324909672607,0.66,1.8798901815414428,0.9856074665295892,0.63,1.9080905264616013,48.81666302680969,18.39199686050415,8.583656787872314,8.584527492523193,0,0,0,"[41, 63, 35, 55, 63, 44, 42, 58, 45, 54]",0.42801982164382935,0.0,0.831419258524916,0.2905194193296238,1.5349720609014084
2,E4,18,3682,0.9242258694970514,0.7672391017209739,0.724,1.8430738654136658,0.9584973375853151,0.65,1.7944051768779754,0.9753437495599501,0.636,1.8192360286712645,48.81678485870361,18.437631368637085,8.746134281158447,8.568168878555298,0,0,0,"[57, 52, 36, 57, 50, 49, 48, 48, 45, 58]",0.4276365637779236,0.0,0.4601250090623672,0.20141343548596,1.2025475170788715
2,E4,19,3682,0.9028925394164399,0.7572401673244312,0.72,1.8894011445641519,0.9680837381090969,0.646,1.8314834896326064,0.9723514902952592,0.63,1.8519979457855225,48.84617805480957,18.43950343132019,8.586387872695923,8.752257347106934,0,0,0,"[42, 56, 46, 51, 64, 50, 41, 45, 45, 60]",0.4275822937488556,0.0,1.073424000217889,0.46898400505746524,1.6051423623949066
2,E4,20,3682,0.9009683693367988,0.739127182529075,0.724,1.9636682240962982,0.9536626365033444,0.66,1.8968550043106078,0.9621235067988746,0.63,1.923098867714405,48.6712908744812,18.2357439994812,8.618196964263916,8.608025550842285,0,0,0,"[48, 58, 32, 48, 59, 49, 52, 47, 48, 59]",0.42728665471076965,0.0,0.6792354176443909,0.26050890083903616,1.3786799836861972
2,E4,21,3682,0.8695109845792758,0.7263608324481174,0.734,1.9535786768198014,0.9487784539385465,0.652,1.8723637677431106,0.959911003255751,0.642,1.8804232199192048,48.944337368011475,18.51103401184082,8.597864151000977,8.605774164199829,0,0,0,"[48, 55, 37, 54, 61, 50, 44, 47, 46, 58]",0.42700546979904175,0.0,1.1526507211216201,0.6178826630209955,1.3647895157786694
2,E4,22,3682,0.8639295432403215,0.7253572713397444,0.742,1.9787785110473632,0.9495398250482976,0.648,1.8886205826997757,0.9676504824210423,0.632,1.9319622809886932,48.974634408950806,18.49175500869751,8.60627818107605,8.610808372497559,0,0,0,"[49, 54, 31, 67, 60, 45, 37, 52, 46, 59]",0.4268723130226135,0.0,1.0770545150743305,0.5974233834372457,1.692872494140521
2,E4,23,3682,0.8668416278755249,0.7254123324526008,0.732,2.0557548894882203,0.9537754276405321,0.652,1.9892283269166946,0.9714561206691432,0.638,2.025557385444641,48.974852561950684,18.498652696609497,8.779088973999023,8.596148252487183,0,0,0,"[46, 57, 35, 72, 57, 45, 32, 50, 47, 59]",0.42659035325050354,0.0,0.8822096226155082,0.561255933649519,1.523575360528314
2,E4,24,3682,0.8572523413551935,0.7179400517011527,0.738,2.0757865923643113,0.962548120279098,0.644,2.0072438845038416,0.9630850383518264,0.644,1.994286008030176,48.87571310997009,18.47699236869812,8.574166774749756,8.751612186431885,0,0,0,"[47, 60, 28, 64, 63, 47, 34, 51, 49, 57]",0.4263952374458313,0.0,0.8788137599175594,0.542985133740352,1.5482598082260461
2,E4,25,3682,0.8218301031198207,0.7047904923136812,0.744,2.0848400219678878,0.950672799891443,0.65,2.0056597551703454,0.9620214863650035,0.644,2.0067892701029777,48.742117404937744,18.294013023376465,8.610126256942749,8.616737127304077,0,0,0,"[48, 57, 35, 59, 63, 48, 36, 49, 47, 58]",0.42632919549942017,0.0,1.010660184767939,0.5805641475854928,1.4103531937694744
2,E4,26,3682,0.8196218313633872,0.6969501550341957,0.734,2.0705609738826753,0.9431725438688882,0.65,1.9812865279912948,0.960126385797048,0.64,1.9895436890870333,48.98328375816345,18.561994791030884,8.596643686294556,8.594851016998291,0,0,0,"[49, 55, 34, 60, 62, 48, 40, 48, 46, 58]",0.4261055886745453,0.0,0.882561183705053,0.4961319255407953,1.6146999747049313
2,E4,27,3682,0.8004703868963406,0.6930727261111606,0.75,2.15552801656723,0.9407918822561624,0.648,2.0519652372598647,0.9693045641395729,0.634,2.077869535088539,48.93123936653137,18.517250299453735,8.578448057174683,8.585927248001099,0,0,0,"[49, 54, 33, 60, 62, 47, 41, 48, 47, 59]",0.426085501909256,0.0,1.1859991477252414,0.5736689627935964,1.4761716729719434
2,E4,28,3682,0.8046441727114143,0.6865617658249102,0.742,2.1346654294729235,0.9418900747905719,0.646,2.0241095458865166,0.9669301227593096,0.648,2.0538821295499803,48.9444146156311,18.48786950111389,8.774019956588745,8.593775510787964,0,0,0,"[44, 54, 34, 64, 70, 48, 34, 48, 46, 58]",0.4260104298591614,0.0,1.0118462471178478,0.5861567786305312,1.2731685518973241
2,E4,29,3682,0.8182459572453372,0.6814208266590722,0.74,2.089631996870041,0.9318643531403504,0.65,1.9761546230316163,0.9607493793218164,0.648,2.005987717360258,48.85794544219971,18.465016841888428,8.572362422943115,8.74490475654602,0,0,0,"[48, 54, 39, 65, 59, 51, 35, 46, 46, 57]",0.425881028175354,0.0,1.3530411982850872,0.5555512861909003,1.6245894222864115
