epoch,train_loss,train_acc,val_loss,val_acc,grad_norm,time_sec
1,1.351441,0.456917,0.965624,0.647000,7.219652e-01,185.43
2,0.963768,0.692500,0.843194,0.693500,4.079774e-01,187.37
3,0.899664,0.718750,0.787181,0.714000,3.769572e-01,193.70
4,0.863422,0.741250,0.749507,0.742500,3.568167e-01,207.80
5,0.837378,0.762500,0.721822,0.760500,3.576139e-01,200.60
6,0.820362,0.776000,0.705072,0.775500,3.492220e-01,211.01
7,0.810045,0.785667,0.694487,0.779500,3.456799e-01,197.24
8,0.803467,0.790750,0.687856,0.786500,3.477494e-01,200.78
9,0.799287,0.795667,0.683636,0.788500,3.544030e-01,194.77
10,0.796717,0.797250,0.681088,0.791000,3.485309e-01,202.16
11,0.788515,0.804083,0.662546,0.803500,3.431890e-01,200.75
12,0.774665,0.812417,0.647678,0.810500,3.408401e-01,195.61
13,0.763165,0.822500,0.636371,0.810000,3.383780e-01,202.17
14,0.754449,0.831667,0.628616,0.817000,3.412101e-01,204.25
15,0.748465,0.834667,0.623653,0.826000,3.316653e-01,188.58
16,0.744647,0.837500,0.620008,0.824000,3.344518e-01,208.40
17,0.742281,0.837000,0.618743,0.824500,3.398380e-01,193.11
