epoch,train_loss,train_acc,val_loss,val_acc,grad_norm,time_sec
1,1.216359,0.522500,1.021142,0.715000,4.098528e-01,131.60
2,1.020031,0.712833,0.932491,0.717000,2.739929e-01,133.03
3,0.984557,0.720750,0.914128,0.736500,2.566357e-01,135.26
4,0.973223,0.743583,0.904359,0.763500,2.522248e-01,135.63
5,0.966632,0.772000,0.899015,0.774500,2.634913e-01,134.37
6,0.963050,0.786500,0.896186,0.801500,2.584159e-01,131.16
7,0.955395,0.831667,0.879705,0.856000,2.599927e-01,132.35
8,0.941608,0.869167,0.863496,0.886000,2.624682e-01,140.47
9,0.930256,0.868583,0.851955,0.885000,2.570404e-01,133.55
10,0.922685,0.867167,0.844450,0.880500,2.427708e-01,131.94
11,0.917833,0.868417,0.840104,0.883000,2.316039e-01,134.46
12,0.915120,0.868417,0.838022,0.885000,2.350841e-01,134.91
13,0.909812,0.866583,0.828190,0.897000,2.378384e-01,133.43
14,0.903131,0.875500,0.821487,0.890000,2.267994e-01,133.89
15,0.899260,0.882833,0.818169,0.892000,2.317907e-01,129.12
16,0.897048,0.885583,0.816357,0.895500,2.307038e-01,130.06
17,0.895844,0.889833,0.815641,0.904000,2.385634e-01,131.04
18,0.895242,0.893500,0.814961,0.899000,2.390904e-01,131.74
19,0.894303,0.893417,0.812801,0.893500,2.393190e-01,134.87
20,0.892186,0.894333,0.809867,0.904500,2.441293e-01,134.18
