epoch,train_loss,train_acc,val_loss,val_acc,grad_norm,time_sec
1,1.784876,0.302417,1.273370,0.450500,7.403377e-01,108.74
2,1.212508,0.483417,1.127427,0.550000,5.155522e-01,113.58
3,1.130547,0.587250,1.066771,0.634000,4.317139e-01,109.36
4,1.095138,0.679583,1.038152,0.680500,3.878089e-01,118.44
5,1.078332,0.709083,1.024341,0.725000,3.730939e-01,112.29
6,1.070317,0.718667,1.018230,0.732000,3.743262e-01,112.28
7,1.054812,0.720500,0.986381,0.751000,3.547798e-01,112.72
8,1.032772,0.746083,0.962436,0.749000,3.611857e-01,112.71
9,1.016455,0.751667,0.945904,0.758500,3.565900e-01,113.24
10,1.005578,0.753500,0.934534,0.758000,3.518644e-01,111.76
11,0.998846,0.758250,0.928508,0.759500,3.389422e-01,109.50
12,0.995178,0.757083,0.925517,0.762000,3.340155e-01,113.49
13,0.987679,0.759667,0.909102,0.763500,3.474317e-01,112.11
14,0.974947,0.764000,0.893868,0.767000,3.377078e-01,113.65
15,0.964466,0.764500,0.882745,0.771000,3.390022e-01,115.72
16,0.956659,0.769167,0.875243,0.769000,3.317775e-01,112.42
17,0.951809,0.768833,0.871174,0.771000,3.439210e-01,111.53
18,0.949235,0.769000,0.869261,0.772500,3.261738e-01,113.32
19,0.944120,0.769167,0.858494,0.770500,3.210548e-01,111.09
20,0.936067,0.770167,0.850766,0.763500,3.371472e-01,110.94
