epoch,train_loss,val_loss,val_acc,time_sec
31,1.161802375984192,0.8899915410041809,0.6964,171.6374351978302
32,1.16085537109375,0.8890954658508301,0.6968,171.5131595134735
33,1.1601127002716065,0.8883679264068604,0.698,171.75548934936523
34,1.1595100759506225,0.8878051287651062,0.698,171.59049439430237
35,1.159022209739685,0.8873106185913086,0.6976,171.6767816543579
36,1.1586749843597413,0.8870147541046143,0.698,171.46396803855896
37,1.158441590499878,0.8867894172668457,0.698,171.684002161026
38,1.1582865125656128,0.8866419067382812,0.698,171.7061858177185
39,1.1581897270202637,0.8865776301383972,0.698,171.6579053401947
40,1.1581450077056885,0.8865463179588318,0.698,171.51386189460754
41,1.1563898918151856,0.8786687183380127,0.6996,171.77861309051514
42,1.1499413150787354,0.8717887031555176,0.702,171.70623993873596
43,1.144127431678772,0.8673093448638916,0.7012,171.65746521949768
44,1.13915501203537,0.8595775168418884,0.7128,171.61708092689514
45,1.1343092964172363,0.8546327295303344,0.7076,171.66564631462097
46,1.1299226470947266,0.849601085281372,0.708,171.7028832435608
47,1.126225410079956,0.8444948784828186,0.718,171.77053117752075
48,1.1219584369659423,0.8424481992721558,0.7068,171.8024559020996
49,1.1188665800094604,0.8369108105659485,0.7188,171.8660740852356
50,1.1162182495117188,0.8330716408729554,0.7156,171.87709498405457
51,1.1131225204467774,0.8304307903289795,0.718,171.71960926055908
52,1.110187576675415,0.8271926138877869,0.714,171.69042921066284
53,1.1079285511016845,0.8246001456260681,0.7212,171.76509356498718
54,1.1060424792289734,0.8208351654052735,0.7204,171.88048601150513
55,1.1043564002990722,0.8193635270118713,0.7224,171.75893115997314
56,1.1024667823791503,0.8189163296699524,0.7208,171.77258920669556
57,1.1008751539230346,0.8157972229003906,0.7228,171.46625685691833
58,1.0993977897644043,0.813745559501648,0.7244,171.6705207824707
59,1.098034965324402,0.8131318091392518,0.7244,171.8091962337494
60,1.0965702627182008,0.8117019186973572,0.722,171.7929391860962
61,1.0957438536643982,0.8094753451347351,0.7244,171.79048132896423
62,1.094721612739563,0.8089589692115784,0.7256,171.78579545021057
63,1.09380231590271,0.8074971400260925,0.7252,171.81137108802795
64,1.093030890083313,0.8070531985282898,0.724,171.77849578857422
65,1.0923923580169679,0.8064702703475952,0.7264,171.82577419281006
66,1.0917070575714112,0.8055014085769653,0.7268,171.58777809143066
67,1.091151539993286,0.80534462890625,0.7264,171.57155108451843
68,1.0907330059051514,0.804651819896698,0.726,171.66045427322388
69,1.0902561082839966,0.8043607442855835,0.726,171.76133012771606
70,1.0899203559875488,0.8039849317550659,0.7268,171.9487919807434
71,1.0896377939224242,0.803628918170929,0.7264,171.83164381980896
72,1.0893402568817139,0.8034073335647584,0.7276,171.91420722007751
73,1.0891773441314698,0.8032540097236633,0.7276,171.83891701698303
74,1.088985577392578,0.8030795202255249,0.7276,171.82637929916382
75,1.0888319606781005,0.8030224040031433,0.7272,171.90079736709595
76,1.088745739364624,0.8028424408912659,0.7272,171.9058632850647
77,1.0886655797958373,0.8028207295417785,0.7272,171.82161355018616
78,1.088616017150879,0.8027807065010071,0.7272,171.7846803665161
79,1.0885860349655152,0.80276111536026,0.7272,171.89265322685242
80,1.0885687181472778,0.8027543192863464,0.7272,171.69837975502014
81,1.0894274089813232,0.8012115257263184,0.7252,171.78973746299744
82,1.0875439430236817,0.7998049036026001,0.7252,171.84908723831177
83,1.0866622489929199,0.7975121558189392,0.7304,171.82880687713623
84,1.0849423879623412,0.7970425992012024,0.7328,171.8770351409912
85,1.0841482400894165,0.7946375556945801,0.7352,171.91907238960266
86,1.0830975177764892,0.7919156986236572,0.7332,171.92221450805664
87,1.081607140159607,0.7912945088386536,0.7372,171.92244029045105
88,1.0803479496002197,0.7908542925834656,0.7304,171.8589494228363
89,1.0797881820678712,0.7894479493141174,0.7336,171.93494248390198
90,1.0785085063934325,0.7900542078018189,0.7308,171.89275550842285
91,1.077852981185913,0.7869759950637817,0.7316,171.79908299446106
92,1.076694228744507,0.7863257578849793,0.7352,171.842675447464
93,1.0759606296539306,0.7859220772743225,0.7336,171.79797649383545
94,1.075217247390747,0.7849494369506836,0.7348,171.9136257171631
95,1.0746635600090026,0.7829784110069274,0.7368,171.8694498538971
96,1.0738860095977782,0.7829526377677918,0.7336,171.77416729927063
97,1.0733147584915161,0.7818303658485413,0.7344,171.83564162254333
98,1.0726636589050293,0.7809342669486999,0.7344,171.72454261779785
99,1.0722930720329285,0.7801945504188538,0.736,171.84440279006958
100,1.0718556727409363,0.7797310286521911,0.7372,171.68685460090637
101,1.0711462911605836,0.779197615146637,0.7368,171.77347707748413
102,1.0706445053100586,0.7796821363449097,0.7328,171.6940619945526
103,1.0703790782928466,0.7785393973350525,0.7372,171.5577802658081
104,1.070060984802246,0.7780620733261109,0.736,171.6136336326599
105,1.069699010848999,0.7777788151741027,0.736,171.76193714141846
106,1.0695382423400879,0.7776551672935486,0.736,171.59317445755005
107,1.0691817728042603,0.7775647515296936,0.7396,171.57063937187195
108,1.0690999892234803,0.7769117851257324,0.7404,171.46594643592834
109,1.0687368253707885,0.7770546678543091,0.7372,171.4592525959015
110,1.0685068418502808,0.7770923268318176,0.7356,171.36152482032776
111,1.0684170601844787,0.7765988897323608,0.7388,171.41586446762085
112,1.068231019592285,0.776439395236969,0.7392,171.4477972984314
113,1.0681328033447266,0.7763602006912231,0.7384,171.45594954490662
114,1.0680323905944824,0.7762717513084412,0.7384,171.60798025131226
115,1.0679568006515503,0.7763296250343322,0.7384,171.6710488796234
116,1.067887889099121,0.7762627381324768,0.7384,171.61060428619385
117,1.067839623069763,0.7762806907653809,0.7388,171.8531789779663
118,1.0678050003051758,0.7762469230651855,0.7388,171.86680698394775
119,1.067790468120575,0.7762439410209656,0.7384,171.7481427192688
120,1.0677745666503906,0.7762417392730713,0.7388,171.82789659500122
