epoch,train_loss,train_acc,val_loss,val_acc,grad_norm,time_sec
1,1.765624,0.316167,1.266424,0.383000,7.207239e-01,104.26
2,1.167518,0.550333,1.060128,0.673500,4.979291e-01,92.65
3,1.061698,0.724917,1.009427,0.709500,3.827379e-01,88.45
4,1.033657,0.755667,0.988731,0.720000,3.365107e-01,86.65
5,1.020486,0.763333,0.978219,0.733500,3.329688e-01,86.31
6,1.013773,0.771417,0.973433,0.732500,3.373940e-01,86.14
7,1.000018,0.776167,0.946785,0.741500,3.301742e-01,86.66
8,0.979563,0.786667,0.925655,0.753500,3.411924e-01,86.06
9,0.963648,0.788250,0.910031,0.753000,3.348513e-01,86.61
10,0.951826,0.791167,0.898140,0.758500,3.306501e-01,86.75
11,0.944584,0.788750,0.892136,0.755500,3.366279e-01,86.64
12,0.940728,0.788583,0.888831,0.758500,3.406855e-01,86.72
13,0.932874,0.786500,0.872548,0.759000,3.415309e-01,86.21
14,0.921173,0.786667,0.859770,0.761000,3.343774e-01,87.62
15,0.912668,0.790083,0.850049,0.756500,3.355911e-01,88.37
16,0.906488,0.790583,0.843604,0.757000,3.357241e-01,86.35
17,0.902520,0.789417,0.840220,0.761000,3.275875e-01,86.75
18,0.900388,0.790917,0.838343,0.761000,3.185363e-01,87.05
19,0.895780,0.790750,0.827437,0.755000,3.335015e-01,86.48
20,0.887406,0.790083,0.817266,0.760500,3.286067e-01,85.58
